"Basket_Size","Gender","Age","Occupation","City_Category","Stay_In_Current_City_Years","Marital_Status","Purchase","Label"
"11","M","36-45","7","B","1","0","(1.18e+03,1.28e+03]","1"
"106","M","26-35","20","C","4+","0","(1.39e+03,1.05e+05]","2"
"7","M","36-45","7","B","2","0","(546,651]","1"
"16","M","26-35","20","B","2","1","(1.07e+03,1.18e+03]","1"
"84","M","26-35","17","A","4+","0","(1.39e+03,1.05e+05]","2"
"27","M","36-45","7","A","1","1","(1.39e+03,1.05e+05]","1"
"56","M","46-50","15","C","4+","1","(1.39e+03,1.05e+05]","2"
"370","M","26-35","7","B","1","0","(1.39e+03,1.05e+05]","3"
"93","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","2"
"17","M","46-50","3","A","4+","1","(1.39e+03,1.05e+05]","1"
"143","M","36-45","16","C","0","1","(1.39e+03,1.05e+05]","2"
"20","M","26-35","6","A","1","1","(1.39e+03,1.05e+05]","1"
"359","M","26-35","4","B","3","0","(1.39e+03,1.05e+05]","3"
"17","F","36-45","7","B","4+","1","(1.18e+03,1.28e+03]","1"
"12","M","55+","13","C","1","1","(861,966]","1"
"11","M","26-35","14","A","4+","0","(1.07e+03,1.18e+03]","1"
"47","M","46-50","6","C","1","1","(1.39e+03,1.05e+05]","2"
"100","M","26-35","14","A","1","0","(1.39e+03,1.05e+05]","2"
"7","F","26-35","7","B","4+","0","(546,651]","1"
"501","F","51-55","6","B","3","0","(1.39e+03,1.05e+05]","3"
"25","M","46-50","14","B","2","1","(1.39e+03,1.05e+05]","1"
"54","M","18-25","4","B","3","0","(1.39e+03,1.05e+05]","2"
"44","M","18-25","18","B","1","0","(1.39e+03,1.05e+05]","2"
"47","M","18-25","14","A","1","1","(1.39e+03,1.05e+05]","2"
"72","M","18-25","4","A","3","0","(1.39e+03,1.05e+05]","2"
"13","M","0-17","10","C","3","0","(1.18e+03,1.28e+03]","1"
"166","F","26-35","4","B","2","0","(1.39e+03,1.05e+05]","3"
"216","M","36-45","5","B","1","0","(1.39e+03,1.05e+05]","3"
"188","F","26-35","2","B","3","0","(1.39e+03,1.05e+05]","3"
"37","M","26-35","17","C","4+","0","(1.39e+03,1.05e+05]","2"
"13","M","55+","17","B","3","1","(1.39e+03,1.05e+05]","1"
"101","F","46-50","5","B","1","1","(1.39e+03,1.05e+05]","2"
"59","M","55+","20","C","0","0","(1.39e+03,1.05e+05]","2"
"30","M","46-50","14","C","1","1","(1.39e+03,1.05e+05]","2"
"14","M","51-55","6","C","1","1","(966,1.07e+03]","1"
"410","F","18-25","20","B","3","1","(1.39e+03,1.05e+05]","3"
"156","M","26-35","17","C","2","1","(1.39e+03,1.05e+05]","2"
"39","M","46-50","14","C","0","1","(1.39e+03,1.05e+05]","2"
"537","M","26-35","4","A","4+","0","(1.39e+03,1.05e+05]","3"
"379","F","18-25","4","A","3","0","(1.39e+03,1.05e+05]","3"
"269","M","36-45","20","A","2","0","(1.39e+03,1.05e+05]","3"
"178","M","26-35","7","C","2","0","(1.39e+03,1.05e+05]","3"
"104","M","26-35","12","B","1","1","(1.39e+03,1.05e+05]","2"
"23","M","0-17","19","C","2","0","(1.39e+03,1.05e+05]","1"
"66","M","26-35","4","A","4+","1","(1.39e+03,1.05e+05]","2"
"42","M","55+","13","C","4+","1","(1.39e+03,1.05e+05]","2"
"67","F","55+","13","B","1","1","(1.39e+03,1.05e+05]","2"
"310","M","26-35","1","B","1","1","(1.39e+03,1.05e+05]","3"
"38","M","36-45","1","A","1","0","(1.39e+03,1.05e+05]","2"
"25","F","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"76","M","36-45","14","C","2","1","(1.39e+03,1.05e+05]","2"
"12","M","36-45","17","C","1","0","(1.39e+03,1.05e+05]","1"
"17","F","36-45","14","C","2","1","(1.07e+03,1.18e+03]","1"
"27","M","46-50","7","C","3","1","(1.39e+03,1.05e+05]","1"
"188","M","18-25","12","B","4+","0","(1.39e+03,1.05e+05]","3"
"167","M","55+","19","C","2","1","(1.39e+03,1.05e+05]","2"
"75","M","51-55","18","B","1","1","(1.39e+03,1.05e+05]","2"
"10","F","36-45","1","C","2","1","(861,966]","1"
"77","F","26-35","7","B","3","0","(1.39e+03,1.05e+05]","2"
"54","M","26-35","7","B","2","1","(1.39e+03,1.05e+05]","2"
"106","M","18-25","16","C","1","0","(1.39e+03,1.05e+05]","2"
"47","M","36-45","0","C","3","0","(1.39e+03,1.05e+05]","2"
"14","M","26-35","0","A","4+","0","(1.18e+03,1.28e+03]","1"
"366","M","36-45","17","B","2","1","(1.39e+03,1.05e+05]","3"
"37","M","26-35","4","A","1","0","(1.39e+03,1.05e+05]","2"
"19","M","46-50","16","C","3","1","(1.39e+03,1.05e+05]","1"
"48","M","26-35","17","C","0","0","(1.39e+03,1.05e+05]","2"
"72","M","46-50","16","C","1","1","(1.39e+03,1.05e+05]","2"
"82","M","26-35","20","B","4+","0","(1.39e+03,1.05e+05]","2"
"38","F","26-35","5","C","1","0","(1.39e+03,1.05e+05]","2"
"30","F","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"34","M","36-45","0","C","2","0","(1.39e+03,1.05e+05]","2"
"89","M","26-35","7","C","4+","0","(1.39e+03,1.05e+05]","2"
"115","M","36-45","7","B","3","1","(1.39e+03,1.05e+05]","2"
"28","F","36-45","7","C","0","1","(1.39e+03,1.05e+05]","2"
"27","M","46-50","16","C","4+","1","(1.39e+03,1.05e+05]","1"
"81","F","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"14","F","18-25","5","C","0","1","(1.39e+03,1.05e+05]","1"
"58","M","36-45","0","C","1","0","(1.39e+03,1.05e+05]","2"
"131","M","36-45","17","A","3","0","(1.39e+03,1.05e+05]","3"
"15","M","26-35","7","C","2","1","(1.39e+03,1.05e+05]","1"
"19","M","26-35","1","C","0","0","(1.39e+03,1.05e+05]","1"
"151","M","36-45","7","C","2","1","(1.39e+03,1.05e+05]","3"
"36","M","26-35","18","C","2","1","(1.39e+03,1.05e+05]","2"
"135","F","26-35","1","B","3","0","(1.39e+03,1.05e+05]","2"
"51","M","26-35","20","C","1","0","(1.39e+03,1.05e+05]","2"
"26","F","26-35","0","A","3","0","(1.39e+03,1.05e+05]","1"
"103","M","26-35","4","B","0","0","(1.39e+03,1.05e+05]","2"
"47","F","26-35","0","C","2","1","(1.39e+03,1.05e+05]","2"
"146","F","36-45","9","B","2","1","(1.39e+03,1.05e+05]","2"
"62","M","55+","13","C","4+","0","(1.39e+03,1.05e+05]","2"
"191","M","51-55","17","C","3","1","(1.39e+03,1.05e+05]","3"
"17","M","36-45","14","C","1","1","(1.39e+03,1.05e+05]","1"
"208","M","51-55","16","A","1","1","(1.39e+03,1.05e+05]","3"
"49","M","26-35","14","C","1","1","(1.39e+03,1.05e+05]","2"
"106","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"274","M","26-35","2","A","3","0","(1.39e+03,1.05e+05]","3"
"11","M","55+","13","B","1","1","(1.07e+03,1.18e+03]","1"
"16","M","18-25","16","C","4+","0","(1.39e+03,1.05e+05]","1"
"47","M","36-45","5","C","3","0","(1.39e+03,1.05e+05]","2"
"13","M","26-35","4","C","4+","1","(1.18e+03,1.28e+03]","1"
"13","M","36-45","16","C","1","0","(1.07e+03,1.18e+03]","1"
"92","M","26-35","17","C","1","0","(1.39e+03,1.05e+05]","2"
"125","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","2"
"18","M","36-45","1","A","1","0","(1.39e+03,1.05e+05]","1"
"256","M","51-55","0","B","2","1","(1.39e+03,1.05e+05]","3"
"18","M","26-35","0","C","1","1","(1.28e+03,1.39e+03]","1"
"29","F","0-17","10","A","2","0","(1.39e+03,1.05e+05]","1"
"23","M","55+","16","C","4+","1","(1.39e+03,1.05e+05]","1"
"75","M","36-45","7","C","1","0","(1.39e+03,1.05e+05]","2"
"20","F","26-35","9","C","1","0","(1.39e+03,1.05e+05]","1"
"76","M","18-25","4","B","3","0","(1.39e+03,1.05e+05]","2"
"78","M","18-25","1","B","3","1","(1.39e+03,1.05e+05]","2"
"9","F","26-35","1","A","4+","0","(861,966]","1"
"321","M","18-25","0","A","0","0","(1.39e+03,1.05e+05]","3"
"112","F","46-50","20","C","1","1","(1.39e+03,1.05e+05]","2"
"697","M","18-25","4","A","0","0","(1.39e+03,1.05e+05]","3"
"17","M","51-55","6","C","1","1","(1.39e+03,1.05e+05]","1"
"141","M","36-45","12","C","3","1","(1.39e+03,1.05e+05]","2"
"204","M","36-45","7","B","4+","0","(1.39e+03,1.05e+05]","3"
"33","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","2"
"17","M","26-35","12","B","4+","0","(1.39e+03,1.05e+05]","1"
"15","M","26-35","5","B","0","0","(1.39e+03,1.05e+05]","1"
"28","M","18-25","20","C","4+","1","(1.39e+03,1.05e+05]","1"
"70","M","26-35","4","C","1","0","(1.39e+03,1.05e+05]","2"
"116","M","26-35","14","C","4+","1","(1.39e+03,1.05e+05]","3"
"466","M","36-45","7","B","1","0","(1.39e+03,1.05e+05]","3"
"171","M","36-45","20","B","4+","0","(1.39e+03,1.05e+05]","3"
"118","M","36-45","5","C","1","0","(1.39e+03,1.05e+05]","2"
"18","M","26-35","8","A","1","0","(1.39e+03,1.05e+05]","1"
"16","M","36-45","14","B","4+","0","(1.39e+03,1.05e+05]","1"
"23","F","26-35","7","C","4+","0","(1.39e+03,1.05e+05]","1"
"11","F","46-50","5","C","1","0","(1.18e+03,1.28e+03]","1"
"60","M","26-35","17","C","1","0","(1.39e+03,1.05e+05]","2"
"24","M","26-35","4","C","4+","1","(1.39e+03,1.05e+05]","2"
"407","M","36-45","1","B","3","1","(1.39e+03,1.05e+05]","3"
"188","M","18-25","4","A","4+","0","(1.39e+03,1.05e+05]","2"
"151","M","26-35","18","C","1","0","(1.39e+03,1.05e+05]","3"
"63","F","26-35","17","B","2","0","(1.39e+03,1.05e+05]","2"
"172","M","26-35","17","C","1","1","(1.39e+03,1.05e+05]","3"
"88","M","36-45","7","C","0","0","(1.39e+03,1.05e+05]","2"
"282","M","26-35","12","B","4+","1","(1.39e+03,1.05e+05]","3"
"52","F","18-25","2","C","2","1","(1.39e+03,1.05e+05]","2"
"110","F","18-25","3","C","4+","0","(1.39e+03,1.05e+05]","2"
"62","M","46-50","1","B","1","1","(1.39e+03,1.05e+05]","2"
"115","F","26-35","7","A","3","0","(1.39e+03,1.05e+05]","2"
"16","M","46-50","7","B","3","1","(1.39e+03,1.05e+05]","1"
"209","M","26-35","5","B","2","0","(1.39e+03,1.05e+05]","2"
"170","M","26-35","7","C","2","0","(1.39e+03,1.05e+05]","3"
"42","M","26-35","6","C","1","1","(1.39e+03,1.05e+05]","2"
"268","M","18-25","20","A","1","0","(1.39e+03,1.05e+05]","3"
"69","M","26-35","20","B","1","0","(1.39e+03,1.05e+05]","2"
"26","M","26-35","14","C","2","0","(1.39e+03,1.05e+05]","2"
"95","M","46-50","1","C","4+","1","(1.39e+03,1.05e+05]","2"
"20","F","26-35","7","B","1","1","(1.39e+03,1.05e+05]","1"
"222","F","46-50","1","B","1","1","(1.39e+03,1.05e+05]","3"
"31","F","46-50","6","B","1","1","(1.39e+03,1.05e+05]","2"
"71","M","26-35","12","C","4+","0","(1.39e+03,1.05e+05]","2"
"48","M","18-25","12","A","1","0","(1.39e+03,1.05e+05]","2"
"104","M","18-25","4","B","1","0","(1.39e+03,1.05e+05]","2"
"73","M","46-50","1","B","3","0","(1.39e+03,1.05e+05]","2"
"109","M","36-45","0","C","1","0","(1.39e+03,1.05e+05]","2"
"27","F","26-35","0","C","2","1","(1.39e+03,1.05e+05]","1"
"50","F","26-35","0","C","0","1","(1.39e+03,1.05e+05]","2"
"56","M","18-25","17","C","3","0","(1.39e+03,1.05e+05]","2"
"12","M","55+","17","C","3","0","(1.39e+03,1.05e+05]","1"
"183","F","26-35","14","A","2","0","(1.39e+03,1.05e+05]","2"
"112","M","18-25","12","B","3","0","(1.39e+03,1.05e+05]","2"
"16","F","36-45","17","C","1","0","(1.39e+03,1.05e+05]","1"
"71","M","51-55","14","C","1","1","(1.39e+03,1.05e+05]","2"
"77","F","36-45","20","C","1","0","(1.39e+03,1.05e+05]","2"
"19","M","26-35","7","C","1","0","(1.39e+03,1.05e+05]","1"
"45","M","26-35","12","B","0","0","(1.39e+03,1.05e+05]","2"
"14","F","18-25","3","A","4+","0","(1.39e+03,1.05e+05]","1"
"41","M","26-35","14","B","3","0","(1.39e+03,1.05e+05]","2"
"112","M","26-35","5","B","3","0","(1.39e+03,1.05e+05]","2"
"34","F","26-35","11","A","0","0","(1.39e+03,1.05e+05]","1"
"52","M","26-35","14","C","1","1","(1.39e+03,1.05e+05]","2"
"189","M","36-45","7","C","1","0","(1.39e+03,1.05e+05]","3"
"198","M","18-25","0","A","1","1","(1.39e+03,1.05e+05]","3"
"14","F","26-35","0","C","2","0","(1.28e+03,1.39e+03]","1"
"30","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","2"
"90","M","26-35","20","C","1","0","(1.39e+03,1.05e+05]","2"
"98","M","46-50","0","C","1","0","(1.39e+03,1.05e+05]","2"
"18","M","18-25","4","C","0","0","(1.39e+03,1.05e+05]","1"
"43","M","0-17","4","B","1","0","(1.39e+03,1.05e+05]","2"
"20","M","36-45","0","C","0","0","(1.39e+03,1.05e+05]","2"
"311","F","26-35","4","B","3","0","(1.39e+03,1.05e+05]","3"
"21","M","26-35","15","C","2","1","(1.39e+03,1.05e+05]","1"
"220","F","26-35","14","B","4+","1","(1.39e+03,1.05e+05]","3"
"37","M","26-35","14","C","3","1","(1.39e+03,1.05e+05]","2"
"26","M","26-35","14","B","1","0","(1.39e+03,1.05e+05]","1"
"31","M","26-35","14","A","1","1","(1.39e+03,1.05e+05]","2"
"35","M","26-35","20","C","2","1","(1.39e+03,1.05e+05]","2"
"259","M","46-50","17","B","3","1","(1.39e+03,1.05e+05]","3"
"45","M","36-45","17","C","1","0","(1.39e+03,1.05e+05]","2"
"471","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","3"
"26","M","26-35","6","C","2","1","(1.39e+03,1.05e+05]","1"
"88","F","36-45","16","A","1","1","(1.39e+03,1.05e+05]","2"
"109","M","36-45","11","C","4+","1","(1.39e+03,1.05e+05]","2"
"355","M","26-35","14","A","1","0","(1.39e+03,1.05e+05]","3"
"384","M","51-55","0","B","2","1","(1.39e+03,1.05e+05]","3"
"75","F","51-55","1","A","1","1","(1.39e+03,1.05e+05]","2"
"47","M","26-35","7","A","1","1","(1.39e+03,1.05e+05]","2"
"56","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"28","M","26-35","0","C","0","0","(1.39e+03,1.05e+05]","1"
"84","M","18-25","4","B","1","1","(1.39e+03,1.05e+05]","2"
"38","M","51-55","17","C","2","1","(1.39e+03,1.05e+05]","2"
"390","F","46-50","7","B","0","1","(1.39e+03,1.05e+05]","3"
"102","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"24","M","26-35","0","B","3","0","(1.39e+03,1.05e+05]","1"
"53","F","18-25","0","A","1","0","(1.39e+03,1.05e+05]","2"
"163","M","18-25","4","A","1","1","(1.39e+03,1.05e+05]","2"
"14","M","46-50","17","B","3","1","(1.39e+03,1.05e+05]","1"
"53","M","18-25","4","A","1","0","(1.39e+03,1.05e+05]","2"
"126","M","26-35","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"405","M","26-35","16","B","1","0","(1.39e+03,1.05e+05]","3"
"39","M","36-45","7","B","2","0","(1.39e+03,1.05e+05]","2"
"90","M","26-35","17","C","1","0","(1.39e+03,1.05e+05]","2"
"13","M","26-35","1","C","0","1","(1.18e+03,1.28e+03]","1"
"9","M","18-25","4","B","0","0","(861,966]","1"
"17","M","36-45","5","C","2","1","(1.18e+03,1.28e+03]","1"
"57","F","36-45","2","A","2","0","(1.39e+03,1.05e+05]","2"
"67","M","26-35","17","C","3","0","(1.39e+03,1.05e+05]","2"
"257","M","26-35","3","A","2","0","(1.39e+03,1.05e+05]","3"
"39","M","36-45","7","C","1","1","(1.39e+03,1.05e+05]","2"
"111","F","36-45","7","C","1","0","(1.39e+03,1.05e+05]","2"
"22","F","18-25","7","C","4+","1","(1.39e+03,1.05e+05]","1"
"275","M","18-25","4","B","0","0","(1.39e+03,1.05e+05]","3"
"115","M","18-25","7","B","1","0","(1.39e+03,1.05e+05]","2"
"59","F","26-35","15","A","0","1","(1.39e+03,1.05e+05]","2"
"34","M","18-25","12","C","1","0","(1.39e+03,1.05e+05]","2"
"529","M","26-35","0","A","3","0","(1.39e+03,1.05e+05]","3"
"24","M","18-25","4","C","0","1","(1.39e+03,1.05e+05]","1"
"238","M","18-25","4","A","0","0","(1.39e+03,1.05e+05]","3"
"32","F","18-25","4","B","1","1","(1.39e+03,1.05e+05]","2"
"124","M","51-55","0","C","2","1","(1.39e+03,1.05e+05]","3"
"243","M","18-25","17","A","2","0","(1.39e+03,1.05e+05]","3"
"164","M","26-35","16","C","1","0","(1.39e+03,1.05e+05]","2"
"39","M","18-25","12","C","1","0","(1.39e+03,1.05e+05]","2"
"48","M","36-45","3","C","0","0","(1.39e+03,1.05e+05]","2"
"81","M","18-25","4","C","0","0","(1.39e+03,1.05e+05]","2"
"64","M","18-25","12","C","3","0","(1.39e+03,1.05e+05]","2"
"286","F","18-25","7","A","2","0","(1.39e+03,1.05e+05]","3"
"377","F","26-35","14","A","1","1","(1.39e+03,1.05e+05]","3"
"229","M","26-35","0","B","3","0","(1.39e+03,1.05e+05]","3"
"35","M","18-25","0","C","2","0","(1.39e+03,1.05e+05]","2"
"20","M","36-45","7","C","0","0","(1.39e+03,1.05e+05]","1"
"88","F","26-35","0","C","4+","0","(1.39e+03,1.05e+05]","2"
"44","F","18-25","4","B","1","1","(1.39e+03,1.05e+05]","2"
"547","M","36-45","2","B","1","1","(1.39e+03,1.05e+05]","3"
"27","M","26-35","0","B","2","1","(1.39e+03,1.05e+05]","1"
"70","M","36-45","5","C","1","0","(1.39e+03,1.05e+05]","2"
"130","F","46-50","1","C","0","1","(1.39e+03,1.05e+05]","2"
"11","M","26-35","0","C","1","0","(1.28e+03,1.39e+03]","1"
"39","F","26-35","11","C","1","1","(1.39e+03,1.05e+05]","2"
"72","F","36-45","14","B","1","0","(1.39e+03,1.05e+05]","2"
"51","M","26-35","2","A","2","1","(1.39e+03,1.05e+05]","2"
"12","M","46-50","18","C","1","1","(1.39e+03,1.05e+05]","1"
"95","M","18-25","4","C","0","0","(1.39e+03,1.05e+05]","2"
"33","M","0-17","10","C","1","0","(1.39e+03,1.05e+05]","1"
"96","M","36-45","0","C","2","1","(1.39e+03,1.05e+05]","2"
"616","F","26-35","4","A","1","1","(1.39e+03,1.05e+05]","3"
"112","M","18-25","17","B","2","1","(1.39e+03,1.05e+05]","2"
"21","M","26-35","3","C","1","1","(1.39e+03,1.05e+05]","1"
"7","M","26-35","15","C","1","0","(756,861]","1"
"54","M","26-35","17","C","2","1","(1.39e+03,1.05e+05]","2"
"12","F","26-35","4","B","3","1","(756,861]","1"
"15","M","36-45","12","B","2","0","(1.39e+03,1.05e+05]","1"
"224","M","26-35","20","B","3","0","(1.39e+03,1.05e+05]","3"
"187","M","36-45","16","A","2","0","(1.39e+03,1.05e+05]","3"
"17","M","46-50","7","C","1","1","(966,1.07e+03]","1"
"22","F","36-45","7","C","4+","0","(1.39e+03,1.05e+05]","1"
"202","M","26-35","5","B","0","0","(1.39e+03,1.05e+05]","3"
"47","F","55+","0","C","0","1","(1.39e+03,1.05e+05]","2"
"15","F","36-45","2","C","4+","0","(1.18e+03,1.28e+03]","1"
"30","M","36-45","16","C","0","1","(1.39e+03,1.05e+05]","2"
"17","M","26-35","15","C","1","1","(1.39e+03,1.05e+05]","1"
"73","M","55+","7","C","1","0","(1.39e+03,1.05e+05]","2"
"64","M","26-35","17","C","1","1","(1.39e+03,1.05e+05]","2"
"228","M","18-25","5","B","0","1","(1.39e+03,1.05e+05]","3"
"179","M","18-25","17","A","3","0","(1.39e+03,1.05e+05]","3"
"47","M","18-25","4","C","2","0","(1.39e+03,1.05e+05]","2"
"81","F","26-35","6","B","4+","1","(1.39e+03,1.05e+05]","2"
"390","F","26-35","6","B","4+","0","(1.39e+03,1.05e+05]","3"
"119","M","26-35","2","A","3","0","(1.39e+03,1.05e+05]","2"
"89","M","26-35","11","C","4+","0","(1.39e+03,1.05e+05]","2"
"74","M","26-35","18","C","2","1","(1.39e+03,1.05e+05]","2"
"13","M","46-50","0","C","3","0","(1.28e+03,1.39e+03]","1"
"43","M","26-35","14","C","1","1","(1.39e+03,1.05e+05]","2"
"65","M","26-35","0","C","1","1","(1.39e+03,1.05e+05]","2"
"270","F","18-25","2","B","1","0","(1.39e+03,1.05e+05]","3"
"60","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"70","M","36-45","11","C","1","0","(1.39e+03,1.05e+05]","2"
"25","M","0-17","10","B","1","0","(1.39e+03,1.05e+05]","1"
"101","F","36-45","6","A","1","1","(1.39e+03,1.05e+05]","2"
"19","M","26-35","18","C","1","1","(1.39e+03,1.05e+05]","1"
"314","M","51-55","7","B","3","1","(1.39e+03,1.05e+05]","3"
"46","F","55+","0","C","2","0","(1.39e+03,1.05e+05]","2"
"152","M","51-55","3","C","0","1","(1.39e+03,1.05e+05]","2"
"155","M","18-25","0","C","2","0","(1.39e+03,1.05e+05]","3"
"44","F","18-25","3","C","0","0","(1.39e+03,1.05e+05]","2"
"17","M","18-25","1","C","0","0","(1.39e+03,1.05e+05]","1"
"51","F","36-45","0","C","1","0","(1.39e+03,1.05e+05]","2"
"20","F","26-35","9","C","4+","0","(1.39e+03,1.05e+05]","1"
"33","M","18-25","0","C","4+","1","(1.39e+03,1.05e+05]","2"
"146","M","36-45","20","A","0","1","(1.39e+03,1.05e+05]","2"
"82","M","36-45","20","A","2","1","(1.39e+03,1.05e+05]","2"
"22","M","36-45","3","C","1","0","(1.39e+03,1.05e+05]","1"
"124","M","26-35","2","B","4+","0","(1.39e+03,1.05e+05]","3"
"389","F","46-50","0","B","1","1","(1.39e+03,1.05e+05]","3"
"246","F","18-25","15","A","1","0","(1.39e+03,1.05e+05]","3"
"122","M","36-45","6","C","1","0","(1.39e+03,1.05e+05]","2"
"217","F","55+","2","B","2","1","(1.39e+03,1.05e+05]","3"
"42","F","26-35","9","C","1","0","(1.39e+03,1.05e+05]","1"
"94","M","0-17","0","B","0","0","(1.39e+03,1.05e+05]","2"
"22","M","26-35","0","C","2","0","(1.39e+03,1.05e+05]","1"
"77","F","36-45","4","A","3","0","(1.39e+03,1.05e+05]","2"
"40","M","26-35","17","C","1","1","(1.39e+03,1.05e+05]","2"
"41","M","55+","1","A","2","0","(1.07e+03,1.18e+03]","1"
"99","M","26-35","16","C","3","0","(1.39e+03,1.05e+05]","2"
"202","M","36-45","20","B","4+","1","(1.39e+03,1.05e+05]","3"
"84","F","36-45","3","B","0","0","(1.39e+03,1.05e+05]","2"
"56","M","26-35","12","C","3","0","(1.39e+03,1.05e+05]","2"
"184","F","36-45","7","B","0","1","(1.39e+03,1.05e+05]","3"
"15","F","0-17","10","C","1","0","(1.28e+03,1.39e+03]","1"
"78","M","18-25","12","A","2","0","(1.39e+03,1.05e+05]","2"
"18","F","26-35","15","C","1","0","(1.39e+03,1.05e+05]","1"
"142","M","36-45","17","C","0","0","(1.39e+03,1.05e+05]","3"
"51","F","36-45","9","C","1","0","(1.39e+03,1.05e+05]","2"
"71","F","26-35","17","C","3","0","(1.39e+03,1.05e+05]","2"
"392","M","18-25","6","B","4+","0","(1.39e+03,1.05e+05]","3"
"111","M","26-35","2","C","4+","0","(1.39e+03,1.05e+05]","2"
"119","M","26-35","14","C","1","1","(1.39e+03,1.05e+05]","2"
"38","M","26-35","0","C","1","1","(1.39e+03,1.05e+05]","2"
"87","M","26-35","0","B","2","1","(1.39e+03,1.05e+05]","2"
"102","M","26-35","17","C","2","0","(1.39e+03,1.05e+05]","2"
"15","M","46-50","0","C","2","1","(1.39e+03,1.05e+05]","1"
"28","M","36-45","7","C","1","0","(1.39e+03,1.05e+05]","1"
"766","M","55+","17","A","4+","1","(1.39e+03,1.05e+05]","3"
"62","M","51-55","16","B","3","1","(1.39e+03,1.05e+05]","2"
"264","M","26-35","7","A","1","0","(1.39e+03,1.05e+05]","3"
"205","M","18-25","4","B","3","0","(1.39e+03,1.05e+05]","3"
"84","M","18-25","1","B","2","1","(1.39e+03,1.05e+05]","2"
"15","M","36-45","11","C","1","0","(1.39e+03,1.05e+05]","1"
"186","M","26-35","12","B","0","1","(1.39e+03,1.05e+05]","3"
"98","M","18-25","10","B","1","0","(1.39e+03,1.05e+05]","2"
"491","M","26-35","17","B","3","0","(1.39e+03,1.05e+05]","3"
"18","F","36-45","1","C","2","1","(1.39e+03,1.05e+05]","1"
"22","M","26-35","7","B","4+","0","(1.39e+03,1.05e+05]","1"
"39","F","51-55","7","B","0","0","(1.39e+03,1.05e+05]","2"
"97","M","18-25","4","B","2","0","(1.39e+03,1.05e+05]","2"
"17","M","18-25","4","B","4+","0","(1.39e+03,1.05e+05]","1"
"16","M","51-55","11","C","4+","1","(1.28e+03,1.39e+03]","1"
"11","M","36-45","18","C","0","0","(1.39e+03,1.05e+05]","1"
"14","M","51-55","1","C","0","1","(1.18e+03,1.28e+03]","1"
"98","M","51-55","1","C","1","0","(1.39e+03,1.05e+05]","2"
"10","M","26-35","0","C","2","1","(1.07e+03,1.18e+03]","1"
"36","M","26-35","6","C","1","1","(1.39e+03,1.05e+05]","1"
"73","M","26-35","2","C","4+","0","(1.39e+03,1.05e+05]","2"
"49","M","18-25","4","C","1","0","(1.39e+03,1.05e+05]","2"
"39","M","36-45","7","C","2","1","(1.39e+03,1.05e+05]","2"
"269","M","26-35","0","B","1","0","(1.39e+03,1.05e+05]","3"
"13","F","26-35","7","B","1","0","(756,861]","1"
"133","M","26-35","17","C","1","0","(1.39e+03,1.05e+05]","2"
"27","F","26-35","11","A","2","1","(1.39e+03,1.05e+05]","1"
"35","M","36-45","17","C","4+","1","(1.39e+03,1.05e+05]","2"
"60","M","36-45","20","C","0","1","(1.39e+03,1.05e+05]","2"
"17","M","26-35","7","C","0","1","(1.28e+03,1.39e+03]","1"
